toll_plaza_id,Stretch,Tollable Length,Fee Effective Date,Due Date of Toll Revision,Concessions,Rest Areas,Truck Lay byes,Static Weigh Bridge,Announcement,Helpline No.,Emergency Services,Nearest Police Station,Highway Administrator (Project Director),Project Implementation Unit(PIU),Regional Office(RO),Representative of Consultant,Representative of Concessionaire,Nearest Hospital(s),Date of fee notification,Commercial Operation Date,Fee Rule,Capital Cost of Project (in Rs. Cr.),Cumulative Toll Revenue (in Rs. Cr.),Concessions Period,Design Capacity (PCU),Traffic (PCU/day),Target Traffic (PCU/day),Name of Concessionaire / OMT Contractor,Name / Contact Details of Incharge,Car/Jeep/Van_Single Journey,Car/Jeep/Van_Return Journey,Car/Jeep/Van_Monthly Pass,Car/Jeep/Van_Commercial Vehicle Registered within the district of plaza,LCV_Single Journey,LCV_Return Journey,LCV_Monthly Pass,LCV_Commercial Vehicle Registered within the district of plaza,Bus/Truck_Single Journey,Bus/Truck_Return Journey,Bus/Truck_Monthly Pass,Bus/Truck_Commercial Vehicle Registered within the district of plaza,Upto 3 Axle Vehicle_Single Journey,Upto 3 Axle Vehicle_Return Journey,Upto 3 Axle Vehicle_Monthly Pass,Upto 3 Axle Vehicle_Commercial Vehicle Registered within the district of plaza,4 to 6 Axle_Single Journey,4 to 6 Axle_Return Journey,4 to 6 Axle_Monthly Pass,4 to 6 Axle_Commercial Vehicle Registered within the district of plaza,HCM/EME_Single Journey,HCM/EME_Return Journey,HCM/EME_Monthly Pass,HCM/EME_Commercial Vehicle Registered within the district of plaza,7 or more Axle_Single Journey,7 or more Axle_Return Journey,7 or more Axle_Monthly Pass,7 or more Axle_Commercial Vehicle Registered within the district of plaza
6607,KrishnagiriPalamaneru,58 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -8712608219, Route Patrol-1033",1033,V.Kota / 9440900740,Sh. A. Karthik Reddy / 8130006272,PIU Chittoor,RO Vijaywada,,N Madhu / 8886595885,Government Hospital V.Kota,01-Apr-2022 (Sr No. - ),01-Apr-2022,NH Fee Rule 2008 as amended,251.50,37.95 (For Entire Project Stretch) As on :10-Feb-2025,15.11.2024 @ 08:00:00 hrs. to 15.02.2025 @ 07:59:5,6,3104 As on : 10-Feb-2025,NA As on : 31-Dec-2025,Y.Meenakshi,D RAMANJANEYULU / 8130006313,75.00,110.00,2455.00,35.00,120.00,180.00,3970.00,60.00,250.00,375.00,8315.00,125.00,270.00,410.00,9070.00,135.00,390.00,585.00,13040.00,195.00,390.00,585.00,13040.00,195.00,475.00,715.00,15870.00,240.00
4578,Vijayawada  Machilipatnam section of NH65,63.861 km Km(s),03-Jun-2024,31-Mar-2025,The rates for monthly pass applicable for local personal vehicle shall be Rs. 265/- for the year 2019-20..,Nil,2 Nos. 10250RHS  61000 LHS,2 Nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7420054575, Ambulance -7420054575, Route Patrol-7420054575",108,Kankipadu Police Station. / 9440627044,Smt. Latha Kodem / 813006264 7382310285,PIU Vijaywada,RO Vijaywada,Shri. A.S.K. Gupta,Mr. Manish Mishra / 7024165555,Times Hospital(08662555526) Capital Hospital(085285 19999),30-Jun-2019 (Sr No. - S.O. 1667 ( E )),12-Jun-2019,NA,1540.82,NA (For Entire Project Stretch) As on :26-Jun-2019,01 Year,55000,25269 As on : 14-Mar-2019,NA As on : 01-Apr-2020,Ms Fairways Toll  Security Services pvt.Ltd,Kasi Viswanadham.Gunda / 8130006295,130.00,195.00,4285.00,65.00,210.00,310.00,6920.00,105.00,435.00,650.00,14500.00,215.00,475.00,710.00,15815.00,235.00,680.00,1025.00,22735.00,340.00,680.00,1025.00,22735.00,340.00,830.00,1245.00,27680.00,415.00
4558,Km 641.000 to Km 695.000,Km 54.000 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,Km 684.100 Lhs 692.400 Rhs,Km 684.100 Lhs 692.400 Rhs,Km 697.600 DC Palli,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9063207949, Ambulance -0.99999999788, Route Patrol-8977017949",9949497949,Marripadu / 08620228933,Sh.M.K.Choudary / 8130006266,PIU Nellore,RO Vijaywada,Shri Dhananjay Swarnkar,M/s.RR ASSOCIATES (O&M Contractor) / 8977527949,Atmakur,16-Oct-2018 (Sr No. - S.O.No.2896 (E)),17-Oct-2018,NA,251.55,6823100.00 (For Entire Project Stretch) As on :31-Jan-2019,NA,NA,6112 As on : 01-Jan-2019,6112 As on : 01-Jan-2019,M/s.Sri Sai Enterprises,Mr.USMAN  / 8130006287,50.00,75.00,1650.00,25.00,80.00,120.00,2670.00,40.00,170.00,250.00,5590.00,85.00,185.00,275.00,6100.00,90,265.00,395.00,8770.00,130.00,265.00,395.00,8770.00,130.00,320.00,480.00,10675.00,160.00
5928,50.780 KM,23.52 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,0,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,0 / 0,Smt. Latha Kodem / 813006264 7382310285,PIU Vijaywada,RO Hyderabad,NA,0 / 0,0,11-Dec-2021 (Sr No. - S.O.5127(E)),19-Dec-2021,Fee rules 2008,NA,NA (For Entire Project Stretch) As on :19-Dec-2021,03.06.2022-03.06.2023,NA,NA As on : 19-Dec-2021,NA As on : 19-Dec-2021,Ms Sri Sai Enterprises,na / 8130006310,45.00,65.00,1470.00,20.00,70.00,105.00,2370.00,35.00,150.00,225.00,4970.00,75.00,165.00,245.00,5420.00,80.00,235.00,350.00,7795.00,115.00,235.00,350.00,7795.00,115.00,285.00,425.00,9485.00,140.00
6792,Kadapa to Kurnool from Km 167.750 to 356.502 to 188.752,30.58 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,1 Nos.,1 Nos.,1 Nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-8555019025, Ambulance -9515151356, Route Patrol-7331167907",108,Khajipeta police station / 9440796958,Mr.Ashok Kumar / 8130006267,PIU Kadapa,RO Vijaywada,Mr. Duba Chiranjeevi,Madan Mohan Vangara / 7036500054,Sri Lakshmi Hospital  09059790963,19-Jun-2012 (Sr No. - 1194),11-Mar-2016,Fee rules 2008,1378.00,NA (For Entire Project Stretch) As on :11-Mar-2016,30,10,10263 As on : 21-Jul-2024,NA As on : 21-Jul-2024,Rayalseema Expressway Private Limited,Mr. Duba Chiranjeevi / 8130006338,45.00,65.00,1495.00,NA,70.00,110.00,2415.00,NA,150.00,230.00,5060.00,NA,240.00,355.00,7935.00,NA,240.00,355.00,7935.00,NA,240.00,355.00,7935.00,NA,290.00,435.00,9660.00,NA
4556,PILERU RAYACHOTI,51.715 KM Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,One (Ch 71.500),One (Ch 71.600),0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -8712608220, Route Patrol-1033",1033,PILERU /,Shri G.Venkateshwarlu / 8130006271,PIU Tirupati,RO Vijaywada,NA,T.Udhay Kumar / 9703220314    81300 06289,PILERU,09-Mar-2018 (Sr No. - S.O.NO.1334 ),02-Feb-2019,NA,117.34,17457917.00 (For Entire Project Stretch) As on :31-Jan-2019,one quarter,NA,9992 As on : 25-Jun-2018,NA As on : 25-Jun-2018,Jai Kamthanath,Uday / 8130006289,45.00,70.00,1550.00,25.00,75.00,115.00,2505.00,40.00,155.00,235.00,5245.00,80.00,170.00,260.00,5725.00,85.00,245.00,370.00,8230.00,125.00,245.00,370.00,8230.00,125.00,300.00,450.00,10015.00,150.00
450,Diwancheruvu - Siddhantham(Km 901.753 to Km 950.283),Km 48.530 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable for locale non-commercial vehicles :Rs.330/-(with in 20 km).The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month,the Concessionaire shall be required to issue such tickets at a discounted rate as above.",0,0,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-6304674823, Ambulance -6304674822, Route Patrol-6304674821",1033,Ravulapalem / 100,Sh. D Surendranath / 9491477417,PIU Rajamundry,RO Vijaywada,D S Deol,Sri D.Srinadhreddy / 9963693009,"Pragathi Nursing Home,Ravulapalem",28-Sep-2015 (Sr No. - 2645(E) & Amendment 3323(E) dt. 09.12.15),06-Dec-2015,2008 as amended with transition,716.71,36.08 (For Entire Project Stretch) As on :31-Dec-2016,21.01.17 - 20.04.17,19877,25601 As on : 23-Feb-2017,24857 As on : 31-Dec-2020,Diwantham Tollways Pvt Ltd,Sri D.Srinadhreddy / 8130006325,120.00,180.00,4005.00,60.00,195.00,290.00,6465.00,95.00,405.00,610.00,13550.00,205.00,445.00,665.00,14780.00,220,635.00,955.00,21245.00,320.00,635.00,955.00,21245.00,320.00,775.00,1165.00,25865.00,390.00
5770,NH140 from Chittoor (Design Km 0.000 Existing Km 158.000 of NH4) to Mallavaram (Design km 61.128 existing km 41.800 of NH140,59.908 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,02 Nos,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9154319385   9154319386, Ambulance -9154319383, Route Patrol-9154319381",1033,0 / 0,Shri G.Venkateshwarlu / 8130006271,PIU Tirupati,RO Vijaywada,Suresh,M. Laxmana / 81300006307,0,23-Jun-2021 (Sr No. - S.O.2436),26-Jun-2021,Fee rules 2008,2179.65,282.79 (For Entire Project Stretch) As on :20-Oct-2024,15 years from COD,NA,28739 As on : 20-Oct-2024,NA As on : 20-Oct-2024,Ms. KNR Tirumala Infra Pvt Ltd,Balaram Chaudary / 8130006307,125.00,185.00,4085.00,60.00,200.00,295.00,6600.00,100.00,415.00,620.00,13830.00,205.00,455.00,680.00,15085.00,225.00,650.00,975.00,21685.00,325.00,650.00,975.00,21685.00,325.00,790.00,1190.00,26400.00,395.00
6805,Rehabilitation and Upgradation to 2lane with paved shoulders configuration of Bowdara  Vizianagaram Section (Km 0.000 to Km 26.937) of NH516E in the state of Andhra Pradesh,25.777 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,1 Nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-8074775245, Ambulance -8074775245, Route Patrol-8074775245",18001801503,Gantyada / 9154874476    78,Sh.Rohit Kumar / 81300 06273,PIU Vizianagaram,RO Vijaywada,Mr KSV Jagga Rao,Mr. Gopal / 8074775245,Gantyada primary health centre contact nbr 9550291314,03-Jul-2024 (Sr No. - 2448),03-Jul-2024,NA,185.10,NA (For Entire Project Stretch) As on :03-Jul-2024,NA,6,1416 As on : 21-Jun-2024,NA As on : 21-Jun-2024,Md.Karimunnisa,Mr.Kirankumar Dhanavath / 7396045869,25.00,35.00,795.00,10.00,40.00,60.00,1280.00,20.00,80.00,120.00,2685.00,40.00,90.00,130.00,2930.00,45.00,125.00,190.00,4210.00,65.00,125.00,190.00,4210.00,65.00,155.00,230.00,5125.00,75.00
4617,Kathipudi Kaki0da,17.627 km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,2 Nos. 24.000 Chirtra,2 Nos. at Gollaprolu,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9439378587, Ambulance -9027729148, Route Patrol-7750096201",1033,Gollaprolu / 8869231333,Sh. D Surendranath / 9491477417,PIU Rajamundry,RO Hyderabad,Mr.Arjun Ch,Jami Hanumantha Rao / 9848891902,Public Health Hospital Gollaprolu 9966965690,17-Nov-2019 (Sr No. - 4125(E)),25-Nov-2019,NA,480.21,535185.00 (For Entire Project Stretch) As on :26-Nov-2019,NA,NA,4983 As on : 03-Dec-2018,NA As on : 03-Nov-2019,Ms Sri Sai Enterprises,Jami Hanumantha Rao / 8130006296,50.00,75.00,1685.00,25.00,80.00,120.00,2720.00,40.00,170.00,255.00,5695.00,85.00,185.00,280.00,6210.00,95,270.00,400.00,8930.00,135.00,270.00,400.00,8930.00,135.00,325.00,490.00,10870.00,165.00
6604,From 00.000 to 41.979,41.797 km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9705617941, Ambulance -8977916028, Route Patrol-9705617941",1033 100  102  108,Saravakota / 6309990879,Sh.Prabhat Ranjan / 8130006265,PIU Vishakapatnam,RO Vijaywada,NA,Lekcon Infrastructure Pvt Ltd / 9705617941,Saravakota,09-Feb-2023 (Sr No. - RW NH 12014 81 2017 AP  P 7 (Comp No 161032)),18-Apr-2023,NA,222.58,2.21 (For Entire Project Stretch) As on :20-Oct-2024,4,NA,1750 As on : 20-Oct-2024,NA As on : 18-Oct-2024,Md.Karimunnisa,Mr.M Manoj Dora / 8130006319,35.00,50.00,1140.00,15.00,55.00,85.00,1840.00,30.00,115.00,175.00,3850.00,60.00,125.00,190.00,4205.00,65.00,180.00,270.00,6050.00,90.00,180.00,270.00,6050.00,90.00,220.00,330.00,7365.00,110.00
6606,VISAKHAPATNAM PORT CONNECTIVTY  PROJECT (2.262 KM),10.336  Km(s),01-Apr-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7997640873, Ambulance -7207308863, Route Patrol-6306569968",1033,HARBOUR POLICE STATION / 08912568140,Sh. Prabhat Ranjan / 8130006265,PIU Vishakapatnam,RO Vijaywada,Mr. Yugandar,SRIKRISHNA CONSTRUCTIONS / 7081941797,KGH HOSPITAL  9958824518,06-May-2023 (Sr No. - NHAI RO VJA Toll  VSP  2023  1189),06-May-2023,NA,NA,NA (For Entire Project Stretch) As on :04-Jan-2023,1,NA,2341 As on : 05-Jul-2023,NA As on : 05-Jul-2023,RIDDHI SIDDHI ASSOCIATES,MR RAKESH SHARMA / 8130006343,12.00,18.00,394.00,NA,24.00,35.00,789.00,NA,47.00,71.00,1577.00,NA,71.00,106.00,2366.00,NA,71.00,106.00,2366.00,NA,71.00,106.00,2366.00,NA,83.00,124.00,2760.00,NA
4567,From Km 70.000 to Km 125.150 (Adoni to Madhavaram via Mantralayam section),Km 55.150 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",7007547870,Nandhavaram / 9121679233,Sh.A.Tarun Kumar / 8130006269,PIU Anantapur,RO Vijaywada,,Mr. Rajkumar / 6301291183,GOVERNMENT HOSPITAL (YEMMIGANUR) 9963368823.,19-Nov-2018 (Sr No. - 5853(E)),12-Mar-2019,NA,214.78,207733.00 (For Entire Project Stretch) As on :14-Mar-2019,5 years including construction in EPC,NA,4559 As on : 29-Sep-2018,NA As on : 15-Mar-2019,Ms Jai Kamtanath and Company,Anil Kumar Shukla / 8130006290,50.00,75.00,1620.00,25.00,80.00,120.00,2615.00,40.00,165.00,245.00,5475.00,80.00,180.00,270.00,5975.00,90.00,260.00,385.00,8585.00,130.00,260.00,385.00,8585.00,130.00,315.00,470.00,10155.00,155.00
5670,A.P Boarder to Antapur,71.05 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -8712608204, Route Patrol-1033",8130006299,Kuderu village KrishNA Murthi (C.I) / 9346010558,Shri.A Tarun Kumar / 8130006269,PIU Anantapur,RO Hyderabad,NA,Raghu / 9491449827,Uravakonda,13-Aug-2020 (Sr No. - S.O.2719(E)),01-Jul-2018,NH Fee Rules 2008 amendments,265.23,33521340.00 (For Entire Project Stretch) As on :03-Mar-2021,9-03-2024 (8:00 AM) to 9-03-2025 (8:00 AM),NA,2844 As on : 03-Mar-2021,NA As on : 03-Mar-2021,Ms. Y. Meenakshi,Madhu / 8130006299,70.00,105.00,2375.00,35.00,115.00,175.00,3835.00,60.00,240.00,360.00,8040.00,120.00,265.00,395.00,8770.00,130,380.00,565.00,12605.00,190.00,380.00,565.00,12605.00,190.00,460.00,690.00,15345.00,230.00
5755,GOOTY TADIPATRI,59.471 KM Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,0,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Pedapappuru police station / 8558282033,Sh. Jeevan Lal Meena / 8130006269,PIU Anantapur,RO Hyderabad,NA,RAKESH / 6361394668,TADIPATRI,06-Feb-2021 (Sr No. - 528 (E)),10-Jun-2021,Fee rules 2008,337.13,NA (For Entire Project Stretch) As on :18-Jul-2021,NA,NA,2214 As on : 10-Jun-2021,NA As on : 10-Jun-2021,TGV Projects  Investments Pvt.Ltd,MURALI / 8130006306,60.00,85.00,1940.00,30.00,95.00,140.00,3135.00,45.00,195.00,295.00,6565.00,100.00,215.00,320.00,7165.00,105.00,310.00,465.00,10295.00,155.00,310.00,465.00,10295.00,155.00,375.00,565.00,12535.00,190.00
6818,4 laning of Raipur  Visakhapatnam section of NH43 (New NH26) from Km.537.600 to Km.563.620 (Design chainage from Km.0000 to Km.28800) including 4 lane bypass to Vizianagaram town in the state of,28.8 Km(s),02-Jul-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,Installed,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Bheemili / 9440904712,Sh.Prabhat Ranjan / 8130006265,PIU Vishakapatnam,RO Vijaywada,,/,MR District Hospital(Vizayanagaram),31-May-2023 (Sr No. - 2388(E)),02-Jul-2024,Fee rules 2008,563.14,6.15 (For Entire Project Stretch) As on :18-Sep-2024,NA,NA,15000 As on : 19-Sep-2024,NA As on : 19-Sep-2024,SVS Mookambika constructions,Manish Singh / 9766677567,60.00,85.00,1920.00,30.00,95.00,140.00,3105.00,45.00,195.00,295.00,6500.00,100.00,215.00,320.00,7090.00,105.00,305.00,460.00,10195.00,155.00,305.00,460.00,10195.00,155.00,370.00,560.00,12410.00,185.00
248,Gundugolanu - Vijayawada,Km 39.100 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable local non-commercial vehicles  Residing with in radius of 20 km  :Rs.330/-.The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month, the Concessionaire shall be required to issue such tickets at a discounted rate as above.",0,1090.400 (RHS),0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9566663292, Ambulance -1.30226966350, Route Patrol-9566663292",108,Hanuman Junction / 8656242020,Smt. Latha Kodem / 813006264 7382310285,PIU Vijaywada,RO Vijaywada,,/ 0,"1)Andhra Hospital Opp : Venkateswara Palace, Hanuman Junction, Eluru Rd Andhra Pradesh Ph.:086562 42077 , 2) Government Hospital NH 5 Kalaparru, Andhra Pradesh ,3)Peoples Hospital Opposite to Venkateswara Theatre, NH 5 Appanaveedu Hanuman Junction, Andhra Pradesh",18-Feb-2013 (Sr No. - SO  402(E)),19-Feb-2004,2008 as amended with transition,1684.00,167.45 (For Entire Project Stretch) As on :31-Dec-2016,27.11.16 - 27.02.17,120000,31976 As on : 25-Jan-2017,38000 As on : 01-Jan-2018,Ms Eagle Infra India Ltd,B. Veeranna / 9010224041,70.00,105.00,2350.00,35.00,115.00,170.00,3800.00,55.00,240.00,360.00,7960.00,120.00,260.00,390.00,8685.00,130.00,375.00,560.00,12480.00,185.00,375.00,560.00,12480.00,185.00,455.00,685.00,15195.00,230.00
255,Karidikonda - Marur,Km 79.00 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable local non-commercial vehicles  Residing with in radius of 20 km  :Rs.340/-.The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month, the Concessionaire shall be required to issue such tickets at a discounted rate as above.",Km 310.2 of NH - 44,"At Km326.100 LHS ,28 RHS, 336.4 LHS, 340.600 RHS, 364. RHS, 367.9 LHS km. of NH 44",2,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,GOOTY / 8552252333,Sh.A.Tarun Kumar / 8130006269,PIU Anantapur,RO Vijaywada,M Janardhan Reddy,Sh. Y Chandrasekhar / 8657475134,"1)Government Hospital Pamidi, Andhra Pradesh , 2)Shanthi Priya Hospital Gooty, Andhra Pradesh 3)Hari Sri Hospital 3/142-1, 3rd Rd Rangaswamy Nagar Anantapur, Andhra Pradesh Ph.:085542 43633",18-Feb-2013 (Sr No. - 403(E)),16-May-2013,2008 as amended,519.22,403.84 (For Entire Project Stretch) As on :31-Dec-2016,16.05.2013- 15.05.2022,NA,14165 As on : 01-Jun-2017,NA As on : 31-Dec-2016,Ms Skylark Infra Engineering Pvt. Ltd.,Vijay hanumante / 8130006292,125.00,190.00,4200.00,65.00,205.00,305.00,6785.00,100.00,425.00,640.00,14215.00,215.00,465.00,700.00,15505.00,235.00,670.00,1005.00,22290.00,335.00,670.00,1005.00,22290.00,335.00,815.00,1220.00,27135.00,405.00
228,Vijayawada - Chilakaluripet,84.303 Km(s),12-Dec-2024,31-Aug-2025,,NA,NA,NA,,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,"Tadepalli, Magalagiri Rural, Pedakakani, Guntur Rural, Prathipadu, Yadlapadu, Nedendla, Chilakalurip / 9440796271, 9440796270, 9440796265, 9440796263, 9440796264, 9440796256, 9440900881, 08647254909",Sh.T.Parvateesam / 8130006270  8618199014,PIU  Amaravati,RO Vijaywada,Mr Pitchhi Reddy,Ravi Kiran . P / 7702200238,"1)NRI General Hospital, Mangalagiri, NRI General Hospital NRI Hospital Road, NH5, Chinakakani, Mangalagiri Guntur, Andhra Pradesh Ph.: 086452 36777",18-Mar-2009 (Sr No. - S.O.760(E)),01-May-2009,1997,675.00,726.48 (For Entire Project Stretch) As on :31-Dec-2016,01.05.2009-30.04.2024,90000,64209 As on : 08-Apr-2017,43315 As on : 01-Jan-2018,M/s Vijayawada Tollway Pvt Ltd,Somanath Sastry / 8130006334,160.00,240.00,5275.00,80.00,270.00,405.00,9035.00,135.00,555.00,835.00,18555.00,280.00,620.00,930.00,20645.00,310.00,885.00,1330.00,29515.00,445.00,885.00,1330.00,29515.00,445.00,930.00,1400.00,31055.00,465.00
227,Nandigama - Vijayawada,Km 48.000 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9121394141, Ambulance -9121394141, Route Patrol-9121394141",108,"Nandigama, Kanchikacherla, Ibrahimpatnam, Vijayawada / 08678275633, 08678274333, 08662882333, 0866 2564016",Smt. Latha Kodem / 813006264 7382310285,PIU Vijaywada,RO Vijaywada,P.Rajeyan,Mr Hari Panduranga Swamy / 7702200287,1)Nandigama(2) Kanchikacherla(3) Ibrahimpatnam ( 4) Vijayawada,"28-Apr-2004 (Sr No. - 539(E), dt.28.04.2004)",12-Sep-2004,1997,750.00,372.17 (For Entire Project Stretch) As on :31-Dec-2016,01.08.2001-31.07.2031,80000,19747 As on : 31-Mar-2016,19873 As on : 31-Jan-2017,M/s Swarna Tollway Pvt Ltd,K.V. Ram Prasad / 8130006332,70.00,NA,NA,35.00,120.00,NA,NA,60.00,245.00,NA,NA,120.00,520.00,NA,NA,260.00,520.00,NA,NA,260.00,520.00,NA,NA,260.00,520.00,NA,NA,260.00
173,Tuni - Diwancheruvu [Km 272.000 to Km 200.000 (New Chainage From Km 901.753 to 830.525)],Km 71.270 Km(s),03-Jun-2024,31-Mar-2025,"T.Monthly pass applicable local non-commercial vehicles  Residing with in radius of 20 km  :Rs.330/-.The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month, the Concessionaire shall be required to issue such tickets at a discounted rate as above.",0,0,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-6304674833, Ambulance -6304674832, Route Patrol-6304674831",9,"Kirlampudi, E.G.Dist. / 100",Sh. D Surendranath / 9491477417,PIU Rajamundry,RO Vijaywada,M Sumeswar,Sri V Vidyasagar reddy / 9000052266,"1)Government Hospital Prathipadu, Andhra Pradesh , 2)KUMMARIGANTA SATYANARAYANA HOSPITAL Kottha Vari St Jaggampeta, Andhra Pradesh 533435",26-Jul-2012 (Sr No. - S.O.1712(E) And Amendments No. 2645(E) dt. 28.09.1),25-May-2005,2008 as amended with transition,431.00,479.75   (With Discounting)   (For Entire Project Stretch) As on :31-Dec-2016,01.03.16 - 28.02.17,10763,39167 As on : 26-Apr-2017,27578 As on : 31-Dec-2020,Diwancheruvu Tollways Pvt Ltd,Sri V Vidyasagar reddy / 8130006324,105.00,160.00,3555.00,55.00,170.00,260.00,5740.00,85.00,360.00,540.00,12025.00,180.00,395.00,590.00,13120.00,195,565.00,850.00,18860.00,285.00,565.00,850.00,18860.00,285.00,690.00,1035.00,22960.00,345.00
203,Icchapuram - Nandigaon (Km 226.15 to Km160.00(New Chainage Km 477.054 to Km 543.204)),Km 66.150 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable local non-commercial vehicles  Residing with in radius of 20 km  :Rs.340/-.The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month, the Concessionaire shall be required to issue such tickets at a discounted rate as above.",0,0,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-8340989995, Ambulance -8340989995, Route Patrol-8340989995",9,"Palasa, Kasibugga / 08945 241033",Sh. Prabhat Ranjan / 8130006265,PIU Vishakapatnam,RO Vijaywada,NA,Naga lingeswar Reddy / 7702777036,"1)Surya Hospital 100 Feet Ring Rd Shirdi Sai Nagar Vizianagaram, Andhra Pradesh , 2) Sri Krishna Multispeciality Hospital OPP INNOVATIONS SHOWROOM 18-1-10, Zidduvari St Fort Area, 3)Kaspa East Vizianagaram, Andhra Pradesh Ph.: 089222 29917",01-Jun-2012 (Sr No. - SO No.1266(E)),01-Feb-2006,2008 as amended with transition,229.39,192.92   (With Discounting)   (For Entire Project Stretch) As on :31-Dec-2016,02.11.16 - 01.02.17,40000,18413 As on : 01-Jun-2017,13779 As on : 01-Jan-2020,Md Usman,Mr Naga lingeswar Reddy / 8130006322,145.00,220.00,4835.00,75.00,235.00,350.00,7810.00,115.00,490.00,735.00,16360.00,245.00,535.00,805.00,17845.00,270.00,770.00,1155.00,25655.00,385.00,770.00,1155.00,25655.00,385.00,935.00,1405.00,31230.00,470.00
